263.75, 259.75, 261.25, 263.0, 223.0, 268.5, 259.0, 220.25, 260.5, 258.5, 264.5, 268.75, 267.75, 262.5, 233.5, 222.75, 264.25, 265.75, 265.0, 448.5, 266.5, F
279.2, 277.6, 278.0, 278.40000000000003, 276.8, 278.8, 277.2, 280.0, 255.60000000000002, 276.40000000000003, 276.0, 280.40000000000003, 250.4, 250.0, 261.6, 261.2, 255.20000000000002, 189.60000000000002, 279.6, 260.8, 275.2, F
181.62162162162164, 90.81081081081082, 92.32432432432432, 91.45945945945947, 88.64864864864866, 84.97297297297298, 136.0, 181.83783783783784, 168.43243243243245, 91.67567567567568, 98.16216216216216, 85.62162162162163, 136.21621621621622, 92.10810810810811, 87.35135135135135, 86.48648648648648, 181.40540540540542, 179.02702702702703, 179.67567567567568, 90.5945945945946, 170.16216216216216, F
202.0, 207.0, 207.4, 205.20000000000002, 206.8, 198.8, 523.4, 205.60000000000002, 518.2, 523.0, 203.4, 203.60000000000002, 205.4, 208.60000000000002, 201.20000000000002, 349.6, 520.8000000000001, 210.20000000000002, 196.4, 488.40000000000003, 204.20000000000002, F
485.77049180327873, 490.62295081967216, 186.62295081967213, 299.27868852459017, 184.65573770491804, 325.77049180327873, 489.0491803278689, 490.09836065573774, 196.98360655737707, 491.1475409836066, 300.72131147540983, 487.7377049180328, 301.11475409836066, 486.16393442622956, 487.08196721311475, 197.37704918032787, 482.62295081967216, 486.42622950819674, 488.13114754098365, 494.29508196721315, 493.6393442622951, F
210.85714285714283, 211.42857142857142, 136.19047619047618, 420.19047619047615, 194.28571428571428, 210.09523809523807, 490.66666666666663, 524.7619047619047, 421.5238095238095, 420.76190476190476, 281.3333333333333, 209.52380952380952, 193.52380952380952, 419.6190476190476, 422.85714285714283, 278.2857142857143, 422.2857142857143, 211.2380952380952, 211.8095238095238, 284.0, 522.2857142857142, F
499.52000000000004, 498.88, 500.64, 187.84, 124.96000000000001, 187.52, 492.32, 162.24, 189.44, 494.56, 495.36, 500.0, 188.16, 499.04, 494.72, 497.12, 187.68, 188.96, 188.48, 498.40000000000003, 498.24, F
188.8421052631579, 186.3157894736842, 187.78947368421052, 188.6315789473684, 186.73684210526315, 187.15789473684208, 186.52631578947367, 188.0, 186.10526315789474, 187.57894736842104, 186.94736842105263, 181.89473684210526, 182.94736842105263, 187.36842105263156, 188.42105263157893, 189.05263157894737, 170.52631578947367, 172.0, 163.1578947368421, 374.9473684210526, 189.26315789473682, F
188.59574468085106, 184.51063829787233, 297.8723404255319, 187.40425531914894, 233.70212765957447, 234.2127659574468, 233.1914893617021, 184.68085106382978, 184.3404255319149, 194.89361702127658, 313.1914893617021, 312.8510638297872, 311.1489361702128, 194.72340425531914, 198.63829787234042, 499.2340425531915, 162.5531914893617, 304.3404255319149, 305.36170212765956, 184.17021276595744, 498.04255319148933, F
195.73333333333332, 190.66666666666666, 116.93333333333334, 547.6, 295.46666666666664, 196.0, 187.33333333333334, 196.13333333333333, 546.6666666666666, 191.06666666666666, 196.4, 292.26666666666665, 196.53333333333333, 551.6, 192.8, 189.06666666666666, 174.53333333333333, 283.8666666666667, 191.2, 194.4, 192.53333333333333, F
453.625, 200.75, 200.125, 216.875, 453.75, 218.5, 197.75, 458.125, 191.0, 296.625, 452.75, 291.0, 197.375, 197.875, 442.0, 460.0, 451.875, 197.25, 291.375, 296.75, 458.25, F
220.12121212121212, 219.15151515151516, 287.03030303030306, 329.93939393939394, 327.2727272727273, 327.03030303030306, 330.1818181818182, 292.6060606060606, 314.90909090909093, 293.57575757575756, 217.69696969696972, 291.6363636363636, 330.90909090909093, 326.3030303030303, 220.60606060606062, 288.0, 440.4848484848485, 220.36363636363637, 219.63636363636365, 292.1212121212121, 326.54545454545456, F
275.5121951219512, 488.39024390243907, 490.7317073170732, 273.3658536585366, 275.9024390243903, 183.21951219512195, 184.1951219512195, 283.7073170731707, 218.7317073170732, 273.7560975609756, 275.7073170731707, 482.5365853658537, 487.609756097561, 184.0, 275.3170731707317, 181.46341463414635, 489.3658536585366, 276.8780487804878, 284.0975609756098, 276.4878048780488, 487.0243902439025, F
260.2448979591837, 261.71428571428567, 238.20408163265304, 298.61224489795916, 237.7142857142857, 260.734693877551, 297.95918367346934, 298.1224489795918, 298.7755102040816, 261.2244897959184, 260.89795918367344, 297.469387755102, 298.2857142857143, 271.3469387755102, 260.4081632653061, 298.4489795918367, 237.87755102040813, 249.95918367346937, 237.38775510204079, 269.2244897959184, 297.63265306122446, F
469.9428571428571, 234.97142857142856, 473.59999999999997, 473.8285714285714, 235.42857142857142, 470.85714285714283, 470.1714285714286, 234.74285714285713, 469.7142857142857, 470.62857142857143, 474.97142857142853, 235.65714285714284, 234.28571428571428, 474.74285714285713, 473.1428571428571, 467.4285714285714, 475.2, 466.5142857142857, 473.37142857142857, 468.34285714285716, 474.5142857142857, F
103.37254901960785, 385.72549019607845, 372.3921568627451, 385.5686274509804, 384.156862745098, 374.4313725490196, 386.03921568627453, 385.2549019607843, 186.98039215686273, 386.6666666666667, 373.96078431372547, 103.2156862745098, 384.62745098039215, 386.19607843137254, 372.8627450980392, 374.9019607843137, 385.09803921568624, 384.4705882352941, 373.80392156862746, 376.78431372549016, 383.2156862745098, F
