-1.758456315451835117e+00,-2.630404856058719543e-01,-1.820108943299003634e-01,7.273255562766377524e-01,3.114064545714140264e-01,-1.053529907711792779e+00,2.356616479061831027e-01,2.905545121938826747e-01,2.599569496211227571e-01,-4.884867745245026205e-01
-1.895206517225133336e+00,6.729785426747869614e-01,4.123390925977548083e-01,1.854618682737728952e-01,-3.788280574875064199e-01,-3.308921697337900703e-02,-4.000185864684908110e-01,1.202962634376160455e-03,9.548940574261231828e-02,-4.720071505206199954e-03
4.668121582805929037e+00,-3.124637252438905444e-01,1.016252148522909932e-01,4.471802418775775445e-01,1.195808982852213237e-01,8.692371813269162972e-01,4.983367949279950970e-01,-2.869264829829443197e-01,5.369881268919204365e-01,5.883191979580779107e-02
-2.719639048957190663e+00,-1.156875034493263454e+00,-8.529357345361775478e-01,-7.345765506662795818e-01,1.264837147812047369e-01,-4.695965022892518714e-01,-1.827449060688188576e+00,-6.050192319611713554e-01,3.031940682470819048e+00,-1.288980449213572799e+00
-7.558692589859257183e+00,-1.266548708725030670e+00,-2.603300047371484016e-01,1.189244701945178395e+00,1.912077445013854016e+00,9.900130754876008687e-01,2.145151958855166519e-01,6.238956059545295307e-01,-1.364465056291726264e-01,8.991714871169287360e-01
-4.171178855227395843e+00,-1.130907511507142749e+00,-1.043778990414068630e+00,-4.091552026076284987e-01,-7.840725047955071636e-01,1.772866083496711598e+00,-1.744649318248768788e+00,1.578376722828665812e+00,8.842272681369550691e-01,7.679024369334399580e-01
-5.744299358177982207e+00,-9.309412573698708747e-04,-1.053048922160408019e+00,-3.804307862126333206e-01,-1.690831916323635165e+00,-2.495712943078181034e+00,-2.198063860012436699e+00,2.055931523220203838e-01,-1.569398868525258228e+00,1.501119853151580141e+00
1.483267342263036692e+00,-1.887311580482653739e-01,-2.501193742588510571e-01,4.713639640957796861e-01,3.604018784199819470e-02,-1.202247999744107121e+00,-1.703597814874110716e-01,3.820688660547516546e-01,4.256738754048162154e-01,-3.710573570596731319e-01
-1.272127873060452830e+00,-1.661820486399820274e+00,7.115635534357274417e-02,4.775046130020047519e-01,-2.141057224316690100e+00,-3.160043908292921588e-01,6.615192881438894945e-01,-1.326018376483417249e+00,-8.512931895769120239e-01,8.432763390951257820e-01
-1.375172783224964723e+00,3.670136272946937228e-01,-1.517764098334065115e-01,-1.537331927327087122e+00,1.704134751883804311e-01,2.439330897104703411e-01,-1.261771815750145631e-01,1.016218039870985468e+00,-1.495821096820622031e+00,-1.296676331667735882e+00
-3.976782117849027021e+00,-6.982674486400101133e-01,-5.578655512517807225e-01,7.828821657932306666e-01,-8.371664099761702005e-01,3.958421989506293870e-01,-2.423930356586791568e+00,-1.426772551397377797e-01,8.785799754107949111e-01,8.649550374936975095e-01
-3.056573836489409057e+00,2.616027319896178094e-01,-3.174140223432982966e-01,3.943274708934305095e-01,-1.878286459761828453e-01,7.474939769207428197e-01,-4.971861574817886820e-01,7.063715763851993179e-01,7.663568739872461677e-01,-4.149424245075806206e-01
