587.534883721, 295.87186796, 587.534883721, 843.720930233, 331.348837209, 512.372093023, -1.1763294267157788e-15, -1.2000000790798262, 8.47444654646, 0.0275899723674, 207.813953488, 75.1627906977, 1099.90697674, 1024.74418605, F
587.5, 295.822611759, 587.5, 843.629807692, 331.370192308, 512.259615385, -4.1479345045360897e-16, -1.2000001320628304, 8.21807040303, 0.0277393488474, 222.836538462, 75.2403846154, 1099.75961538, 1024.51923077, F
587.5, 295.834272299, 587.5, 843.65, 331.35, 512.3, 2.300358307231319e-16, -1.2000000914098543, 8.40202019879, 0.0312678514073, 199.8, 75.2, 1099.8, 1024.6, F
587.52, 295.880451534, 587.52, 843.68, 331.36, 512.32, 3.6782759535668365e-16, -1.2000002339361864, 7.93213413109, 0.0267119478749, 230.72, 75.2, 1099.84, 1024.64, F
587.466666667, 295.834267917, 587.466666667, 843.6, 331.333333333, 512.266666667, -4.60071681889708e-16, -1.2000001625064125, 8.11432020851, 0.102757176058, 169.866666667, 75.2, 1099.73333333, 1024.53333333, F
587.428571429, 295.850762158, 587.428571429, 843.571428571, 331.285714286, 512.285714286, 4.928240236012631e-16, -1.2000001865299281, 8.04534498913, 0.0119772224682, 226.0, 75.1428571429, 1099.71428571, 1024.57142857, F
587.555555556, 295.859925581, 587.555555556, 843.703703704, 331.407407407, 512.296296296, -1.7033781668045733e-16, -1.2000002005904047, 8.00906682498, 0.0149576299178, 224.0, 75.2592592593, 1099.85185185, 1024.59259259, F
587.411764706, 295.875024273, 587.411764706, 843.588235294, 331.235294118, 512.352941176, 1.3524065908374768e-16, -1.2000001264839801, 8.2395480325, 0.0227141948592, 213.411764706, 75.0588235294, 1099.76470588, 1024.70588235, F
587.515151515, 295.883256952, 587.515151515, 843.696969697, 331.333333333, 512.363636364, 2.786467067863504e-16, -1.2000001342583508, 8.20976972328, 0.0156209052506, 208.242424242, 75.1515151515, 1099.87878788, 1024.72727273, F
587.5, 295.843896525, 587.5, 843.666666667, 331.333333333, 512.333333333, -2.8750737492628917e-16, -1.2000000634749355, 8.58436400496, 0.0411453406484, 219.5, 75.1666666667, 1099.83333333, 1024.66666667, F
