4.832561886,-6.524134995,-2.060088076,-0.048199211,-0.896642484,-0.761196676,0.240846763,0.157456343,-0.117734476,-0.136913908, F,4.585059606,5.276935125,2.092758976,1.151996131,0.570194214,0.472597996,0.595455917,0.343693443,1.622529314,2.251909158,,18.96312988,
0.826862618,0.384272356,1.044896777,0.183214112,0.069106234,0.373693655,0.902915291,1.048924288,-0.134498221,0.020681708, F,0.579360338,1.631472226,1.012225877,0.920582808,0.395554504,0.662292335,0.066612611,1.235161388,1.605765569,2.094313542,,10.2033412,
0.730292939,-0.035261952,0.968595168,0.705176012,-0.5650567,-0.366202202,-1.177334363,0.293514465,0.331414852,1.644304529, F,0.482790659,1.211937918,0.935924268,0.398620908,0.23860843,0.077603522,2.013637043,0.479751565,2.071678642,0.470690721,,8.381243675,
2.20718729,0.487402371,0.735027036,-0.553297256,0.92080376,0.71035315,-0.677143084,0.667226117,-1.909149302,-0.755852334, F,1.95968501,1.734602241,0.702356136,1.657094176,1.24725203,0.99895183,1.513445764,0.853463217,0.168885512,2.870847584,,13.7065835,
-1.078916044,0.741846381,0.130844926,-0.982604375,0.375233961,-2.416998046,-2.253120381,-0.917299638,-0.284180192,-0.246174908, F,1.326418324,1.989046251,0.098174026,2.086401295,0.701682231,2.128399366,3.089423061,0.731062538,1.456083598,2.361170158,,15.96786085,
-0.053357134,0.554891674,0.390775701,0.576366012,-0.097748354,-0.397617464,-0.044372688,-0.171739423,1.278570907,-0.281194755, F,0.300859414,1.802091544,0.358104801,0.527430908,0.228699916,0.109018784,0.880675368,0.014497677,3.018834697,2.396190005,,9.636403115,
-4.573259933,0.119041824,-0.553763587,1.352478039,-1.438911882,0.666579558,0.551342725,0.363085583,0.057128514,-0.131225199, F,4.820762213,1.366241694,0.586434487,0.248681119,1.112463612,0.955178238,0.284959955,0.549322683,1.797392304,2.246220449,,13.96765675,
0.655530465,0.11643217,-0.522467893,1.754721864,1.310986577,-0.086445421,-0.226915134,-0.732350271,1.21777384,-0.828115598, F,0.408028185,1.36363204,0.555138793,0.650924944,1.637434847,0.202153259,1.063217814,0.546113171,2.95803763,2.943110848,,12.32779153,
-0.322408359,0.484285163,1.468148231,-1.950958385,-0.956014149,-0.743206087,2.409666317,1.244760214,0.334912599,-1.044310897, F,0.569910639,1.731485033,1.435477331,3.054755305,0.629565879,0.454607407,1.573363637,1.430997314,2.075176389,3.159306147,,16.11464508,
1.924805255,-0.343735501,0.665407799,0.331915765,2.059097017,1.648246164,0.973071082,-0.603717289,-0.344228051,-0.112760398, F,1.677302975,0.903464369,0.632736899,0.771881155,2.385545287,1.936844844,0.136768402,0.417480189,1.396035739,2.227755648,,12.48581551,
-3.844198883,-0.458118687,-0.161421672,0.969803602,0.484288166,0.379499307,1.403378734,-0.543258733,-0.347026455,1.192701424, F,4.091701163,0.789081183,0.194092572,0.133993318,0.810736436,0.668097987,0.567076054,0.357021633,1.393237335,0.922293826,,9.927331508,
-6.587083176,-0.746909405,-0.468845775,-0.417372884,2.007743587,-2.143833199,0.551374746,0.869690183,0.256548222,0.403971612, F,6.834585456,0.500290465,0.501516675,1.521169804,2.334191857,1.855234519,0.284927934,1.055927283,1.996812012,1.711023638,,18.59567964,
2.979059153,2.96091825,-4.66377375,-2.349371212,0.019693967,0.638511734,0.68082124,-0.581877318,0.396430426,0.468917818, F,2.731556873,4.20811812,4.69644465,3.453168132,0.346142237,0.927110414,0.15548144,0.395640218,2.136694216,1.646077432,,20.69643373,
1.432335883,0.217983699,0.728868041,0.398608188,0.433479192,0.236686543,-0.085428319,0.247691732,-0.811697446,0.623139223, M,1.184833603,1.465183569,0.696197141,0.705188732,0.759927462,0.525285223,0.921730999,0.433928832,0.928566344,1.491856027,,9.112697933,
2.969364461,0.509044207,0.585094391,0.232026848,-0.05439242,-0.274618584,0.155579937,-0.065654173,-0.885962713,1.112258401, M,2.721862181,1.756244077,0.552423491,0.871770072,0.27205585,0.013980096,0.680722743,0.120582927,0.854301077,1.002736849,,8.846679363,
-2.658021709,0.689375922,-1.903242179,1.748471164,-0.846011329,0.688685312,-1.342096116,2.48431417,0.259726339,-0.348003004, M,2.905523989,1.936575792,1.935913079,0.644674244,0.519563059,0.977283992,2.178398796,2.67055127,1.999990129,2.462998254,,18.2314726,
