587.42960303, 295.920180607, 587.42960303, 843.625517553, 331.233688507, 512.391829046, 7.213949951825936e-16, -1.2000002251359823, 7.95121494296, 0.112887341808, 152.273307039, 75.037773984, 1099.82143208, 1024.78365809, F
587.437796325, 295.90298611, 587.437796325, 843.540613612, 331.334979037, 512.205634575, -9.005218967654656e-17, -1.2000008977923293, 7.25962077795, 0.074301554699, 184.945730967, 75.2321617491, 1099.6434309, 1024.41126915, F
587.543655413, 295.866800861, 587.543655413, 843.713620489, 331.373690338, 512.339930151, -2.676771621544257e-16, -1.2000001238543285, 8.25013253862, 0.0708080965631, 156.926658906, 75.2037252619, 1099.88358556, 1024.6798603, F
587.434511778, 295.90356245, 587.434511778, 843.529557361, 331.339466194, 512.190091168, 5.688389045699366e-16, -1.2000009951040878, 7.20816413571, 0.00576923338354, 175.570314756, 75.2444206097, 1099.62460295, 1024.38018234, F
587.517337032, 295.881992584, 587.517337032, 843.689320388, 331.345353675, 512.343966713, -5.579792730715546e-16, -1.2000001757852328, 8.07502373604, 0.0878827957376, 183.356449376, 75.173370319, 1099.86130374, 1024.68793343, F
587.512195122, 295.884966741, 587.512195122, 843.707317073, 331.317073171, 512.390243902, 2.242714359279534e-16, -1.200000086975404, 8.42683658041, 0.0089012496584, 105.756097561, 75.1219512195, 1099.90243902, 1024.7804878, F
587.43948314, 295.916228994, 587.43948314, 843.642988479, 331.235977801, 512.407010678, 7.752267705032302e-17, -1.2000001663800888, 8.1024393326, 0.127686826336, 166.259003728, 75.0324724617, 1099.84649382, 1024.81402136, F
587.466872561, 295.897870642, 587.466872561, 843.638488345, 331.295256777, 512.343231569, 3.836950265666478e-16, -1.200000254644638, 7.88967663748, 0.0650765705194, 157.926587509, 75.1236409925, 1099.81010413, 1024.68646314, F
587.44214861, 295.902221939, 587.44214861, 843.555264021, 331.329033198, 512.226230822, 2.512567761697555e-16, -1.2000007765575402, 7.33215792982, 0.0598738249371, 149.848766444, 75.2159177873, 1099.66837943, 1024.45246164, F
587.561416461, 295.840363035, 587.561416461, 843.664876149, 331.457956773, 512.206919376, 2.3422710591873225e-16, -1.2000003791316467, 7.69078167079, 0.0650857216847, 159.262747893, 75.3544970851, 1099.76833584, 1024.41383875, F
587.459459459, 295.915412469, 587.459459459, 843.675675676, 331.243243243, 512.432432432, 0.0, -1.2000001067754353, 8.32422442739, 0.0513778099313, 169.081081081, 75.027027027, 1099.89189189, 1024.86486486, F
587.539267016, 295.869335961, 587.539267016, 843.717277487, 331.361256545, 512.356020942, -1.2038052508798365e-16, -1.200000100203601, 8.35607845383, 0.146567791379, 176.12565445, 75.1832460733, 1099.89528796, 1024.71204188, F
587.399230359, 295.932324927, 587.399230359, 843.571809781, 331.226650937, 512.345158844, 5.1623513757997045e-16, -1.2000004612758894, 7.59253979589, 0.0177807716621, 167.635740569, 75.0540715148, 1099.7443892, 1024.69031769, F
587.613293051, 295.826551763, 587.613293051, 843.655589124, 331.570996979, 512.084592145, -3.4752237178769666e-16, -1.2000008343719535, 7.296426493, 0.086908497195, 177.039274924, 75.5287009063, 1099.6978852, 1024.16918429, F
587.568070878, 295.834764006, 587.568070878, 843.655653057, 331.4804887, 512.175164358, 2.596250482969491e-16, -1.200000465757237, 7.58790071776, 0.0449294661004, 176.970175785, 75.3929065207, 1099.74323524, 1024.35032872, F
587.469330191, 295.897437156, 587.469330191, 843.646761075, 331.291899306, 512.354861769, -8.880796958619016e-17, -1.2000002182640634, 7.96676009806, 0.118583672928, 151.465388999, 75.1144684222, 1099.82419196, 1024.70972354, F
587.482614743, 295.902039447, 587.482614743, 843.671766342, 331.293463143, 512.378303199, -7.991139389487476e-17, -1.200000176740586, 8.07227361721, 0.130152271812, 180.528511822, 75.1043115438, 1099.86091794, 1024.7566064, F
587.534883721, 295.87186796, 587.534883721, 843.720930233, 331.348837209, 512.372093023, -1.1763294267157788e-15, -1.2000000790798262, 8.47444654646, 0.0066276025643, 228.093023256, 75.1627906977, 1099.90697674, 1024.74418605, F
587.428571429, 295.933231831, 587.428571429, 843.619047619, 331.238095238, 512.380952381, -5.469720935546214e-16, -1.2000003314239625, 7.75785355113, 0.0674656592577, 186.285714286, 75.0476190476, 1099.80952381, 1024.76190476, F
587.42960303, 295.920180607, 587.42960303, 843.625517553, 331.233688507, 512.391829046, 7.213949951825936e-16, -1.2000002251359823, 7.95121494296, 0.0970001722687, 191.832970311, 75.037773984, 1099.82143208, 1024.78365809, F
587.453416149, 295.918899467, 587.453416149, 843.664596273, 331.242236025, 512.422360248, -2.8543204689103765e-16, -1.200000140978479, 8.1852777804, 0.10075838307, 154.782608696, 75.0310559006, 1099.8757764, 1024.8447205, F
587.487179487, 295.899408961, 587.487179487, 843.692307692, 331.282051282, 512.41025641, -1.06076928558001e-15, -1.2000000961153077, 8.37684608857, 0.110237544724, 172.717948718, 75.0769230769, 1099.8974359, 1024.82051282, F
587.555128996, 295.845652805, 587.555128996, 843.67359064, 331.436667352, 512.236923288, 5.255831144118789e-16, -1.2000003054675636, 7.7987925767, 0.194885208021, 174.767487032, 75.3182057083, 1099.79205228, 1024.47384658, F
587.428571429, 295.933231831, 587.428571429, 843.619047619, 331.238095238, 512.380952381, -5.469720935546214e-16, -1.2000003314239625, 7.75785355113, 0.103280810437, 152.380952381, 75.0476190476, 1099.80952381, 1024.76190476, F
587.515451174, 295.883083613, 587.515451174, 843.69592089, 331.334981459, 512.360939431, 7.103957711319676e-16, -1.2000001396216196, 8.19018501565, 0.101558180777, 184.672435105, 75.1545117429, 1099.87639061, 1024.72187886, F
587.387387387, 295.956979097, 587.387387387, 843.543543544, 331.231231231, 512.312312312, -5.172399369995421e-16, -1.2000008236531212, 7.30263057027, 0.0596642623166, 206.006006006, 75.0750750751, 1099.6996997, 1024.62462462, F
587.580299786, 295.845626025, 587.580299786, 843.683083512, 331.47751606, 512.205567452, 7.387596505279241e-16, -1.200000419107971, 7.64066367254, 0.0745605404893, 187.152034261, 75.374732334, 1099.78586724, 1024.4111349, F
587.507944762, 295.875180914, 587.507944762, 843.666339246, 331.349550278, 512.316788968, 2.65682821099115e-16, -1.2000002169535653, 7.96981578607, 0.0978515397669, 157.470002504, 75.1911557944, 1099.82473373, 1024.63357794, F
