191.2440413,195.6236758,189.7841631,197.083554,194.1637977,192.7039195,185.4045286,188.324285,186.8644068,200.0033104,183.9446504,198.5434322,201.4631886,202.9230667,204.3829449,182.4847722,181.0248941,205.8428231,207.3027013,179.5650159,178.1051377, F,192.7039195,175.0804228
248.3496094,246.9140625,249.7851562,245.4785156,167.9589844,144.9902344,242.6074219,142.1191406,173.7011719,176.5722656,134.9414062,106.2304687,169.3945312,203.8476562,175.1367187,152.1679687,143.5546875,129.1992187,155.0390625,139.2480469,236.8652344, F,180.1953125,149.7070313
201.9665948,203.4516433,200.4815463,204.9366918,198.9964978,206.4217403,197.5114494,196.0264009,207.9067888,191.5712554,210.8768858,209.3918373,193.0563039,194.5413524,188.6011584,184.1460129,212.3619343,187.1161099,181.1759159,190.0862069,215.3320313, F,198.8550647,192.524858
238.7541118,240.2652138,229.6875,246.3096217,247.8207237,235.7319079,244.7985197,249.3318257,226.6652961,231.198602,234.2208059,241.7763158,222.1319901,243.2874178,225.1541941,237.2430099,228.176398,223.6430921,220.6208882,219.1097862,217.5986842, F,233.5012336,170.1201923
248.3496094,245.4785156,249.7851562,241.171875,246.9140625,183.75,242.6074219,147.8613281,244.0429687,206.71875,153.6035156,189.4921875,179.4433594,202.4121094,190.9277344,146.4257812,239.7363281,142.1191406,186.6210937,192.3632812,143.5546875, F,201.1132812,179.7092014
239.2578125,237.890625,241.9921875,240.625,235.15625,243.359375,236.5234375,231.0546875,244.7265625,232.421875,221.484375,233.7890625,225.5859375,246.09375,218.75,229.6875,220.1171875,217.3828125,247.4609375,226.953125,228.3203125, F,233.2682292,174.0315755
238.1318934,239.1452206,119.5726103,240.1585478,237.1185662,179.3589154,178.3455882,134.7725184,118.5592831,135.7858456,193.5454963,234.0785846,235.0919118,180.3722426,190.5055147,205.7054228,191.5188419,177.332261,186.4522059,194.5588235,206.71875, F,191.2775735,174.9405571
207.7320772,214.0653722,208.9987362,212.7987132,198.8654642,211.5320542,176.065602,219.1320083,217.8653493,160.8656939,215.3320313,202.6654412,206.4654182,131.7325368,193.7988281,249.5318244,159.5990349,236.8652344,177.332261,205.1987592,186.1988741, F,199.6495864,192.5683594
249.3318257,243.2874178,247.8207237,244.7985197,238.7541118,232.7097039,240.2652138,237.2430099,241.7763158,246.3096217,235.7319079,234.2208059,228.176398,132.9769737,229.6875,200.9765625,231.198602,225.1541941,196.4432566,152.6212993,135.9991776, F,220.261102,179.1195518
248.9448361,249.9952363,247.894436,245.7936357,242.6424352,240.5416349,243.6928354,246.8440358,241.5920351,244.7432355,236.3400343,234.239234,239.4912348,238.4408346,237.3904345,171.2152248,235.2896341,225.8360328,228.9872332,218.4832317,214.2816311, F,234.8894817,192.357337
239.9414063,238.4033203,233.7890625,236.8652344,227.6367188,241.4794922,229.1748047,230.7128906,244.5556641,232.2509766,226.0986328,213.7939453,235.3271484,215.3320313,243.0175781,219.9462891,212.2558594,218.4082031,223.0224609,216.8701172,210.7177734, F,228.0761719,163.0040323
232.5585938,233.6352539,230.4052734,231.4819336,229.3286133,234.7119141,228.2519531,226.0986328,235.7885742,227.175293,221.7919922,220.715332,225.0219727,216.4086914,217.4853516,219.6386719,236.8652344,222.8686523,215.3320313,218.5620117,237.9418945, F,226.7651367,190.53125
246.653054,244.6954901,248.6106179,236.8652344,240.7803622,242.7379261,234.9076705,238.8227983,232.9501065,229.0349787,230.9925426,227.0774148,225.1198509,223.1622869,221.204723,219.2471591,217.2895952,215.3320313,213.3744673,160.5202415,209.4593395, F,226.6113281,168.6328125
244.7985197,242.5318668,237.9985609,203.9987664,233.4652549,240.2652138,231.198602,206.2654194,247.0651727,224.3986431,208.5320724,201.7321135,235.7319079,228.931949,215.3320313,217.5986842,135.9991776,142.7991365,199.4654605,140.5324836,219.8653372, F,212.3098273,149.7558594
241.6861007,240.4005364,242.9716651,239.114972,249.3994869,245.5427938,237.8294076,248.1139226,244.2572295,236.5438433,246.8283582,186.406833,187.6923974,235.2582789,185.1212687,122.1286147,120.8430504,183.8357043,182.5501399,190.2635261,188.9779618, F,212.1793377,209.7799162
248.0625,246.3398438,249.7851563,244.6171875,242.8945313,241.171875,165.375,182.6015625,134.3671875,163.6523438,177.4335938,180.8789063,124.03125,132.6445313,236.0039063,199.828125,137.8125,184.3242188,239.4492188,175.7109375,168.8203125, F,194.0859375,185.8570772
228.6434659,230.209517,227.0774148,231.7755682,187.9261364,225.5113636,189.4921875,223.9453125,222.3792614,233.3416193,217.681108,209.8508523,186.3600852,191.0582386,206.71875,203.5866477,205.1526989,211.4169034,197.3224432,214.5490057,220.8132102, F,212.6100852,184.1255648
234.0565557,235.9290082,232.1841033,237.8014606,230.3116508,239.673913,222.821841,228.4391984,241.5463655,220.9493886,219.0769361,243.4188179,209.7146739,245.2912704,207.8422215,224.6942935,211.5871264,226.5667459,215.3320312,247.1637228,205.969769, F,227.6367187,164.9739583
